session_id,participant__id_in_session,participant__code,page_index,app_name,page_name,time_stamp,seconds_on_page,subsession_pk,auto_submitted
1,1,cst6bevr,1,informed_consent_ambiguity,Consent,1550340890,883,1,False
1,1,cst6bevr,3,amb_info,Quiz,1550340967,77,1,False
1,1,cst6bevr,4,amb_info,Part,1550340972,5,1,False
1,1,cst6bevr,6,amb_info,Decision,1550341039,67,1,False
1,1,cst6bevr,14,amb_info,Decision,1550341121,82,2,False
1,1,cst6bevr,21,amb_info,InfoChoice,1550341237,116,3,False
1,1,cst6bevr,22,amb_info,Decision,1550341338,101,3,False
1,1,cst6bevr,28,amb_info,Part,1550341346,8,4,False
1,1,cst6bevr,30,amb_info,Decision,1550341377,31,4,False
1,1,cst6bevr,38,amb_info,Decision,1550341406,29,5,False
1,1,cst6bevr,45,amb_info,InfoChoice,1550341482,76,6,False
1,1,cst6bevr,46,amb_info,Decision,1550341506,24,6,False
1,1,cst6bevr,47,amb_info,Results,1550341529,23,6,False
1,1,cst6bevr,48,amb_info,FeedbackPage,1550341782,253,6,False
1,2,kdflkhxw,1,informed_consent_ambiguity,Consent,1550340884,877,1,False
1,2,kdflkhxw,3,amb_info,Quiz,1550340920,36,1,False
1,2,kdflkhxw,4,amb_info,Part,1550340925,5,1,False
1,2,kdflkhxw,6,amb_info,Decision,1550340958,33,1,False
1,2,kdflkhxw,14,amb_info,Decision,1550340990,32,2,False
1,2,kdflkhxw,21,amb_info,InfoChoice,1550341046,56,3,False
1,2,kdflkhxw,22,amb_info,Decision,1550341079,33,3,False
1,2,kdflkhxw,28,amb_info,Part,1550341082,3,4,False
1,2,kdflkhxw,30,amb_info,Decision,1550341126,44,4,False
1,2,kdflkhxw,38,amb_info,Decision,1550341162,36,5,False
1,2,kdflkhxw,45,amb_info,InfoChoice,1550341184,22,6,False
1,2,kdflkhxw,46,amb_info,Decision,1550341203,19,6,False
1,2,kdflkhxw,47,amb_info,Results,1550341225,22,6,False
1,2,kdflkhxw,48,amb_info,FeedbackPage,1550341279,54,6,False
1,3,1iy7c9x9,1,informed_consent_ambiguity,Consent,1550340900,893,1,False
1,3,1iy7c9x9,3,amb_info,Quiz,1550340936,36,1,False
1,3,1iy7c9x9,4,amb_info,Part,1550340939,3,1,False
1,3,1iy7c9x9,6,amb_info,Decision,1550340977,38,1,False
1,3,1iy7c9x9,14,amb_info,Decision,1550341014,37,2,False
1,3,1iy7c9x9,21,amb_info,InfoChoice,1550341037,23,3,False
1,3,1iy7c9x9,22,amb_info,Decision,1550341047,10,3,False
1,3,1iy7c9x9,28,amb_info,Part,1550341050,3,4,False
1,3,1iy7c9x9,30,amb_info,Decision,1550341070,20,4,False
1,3,1iy7c9x9,38,amb_info,Decision,1550341107,37,5,False
1,3,1iy7c9x9,45,amb_info,InfoChoice,1550341127,20,6,False
1,3,1iy7c9x9,46,amb_info,Decision,1550341151,24,6,False
