session_id,participant__id_in_session,participant__code,page_index,app_name,page_name,time_stamp,seconds_on_page,subsession_pk,auto_submitted
2,1,cm3v4toh,1,informed_consent_ambiguity,Consent,1549993601,1195,2,False
2,1,cm3v4toh,3,amb_info,Quiz,1549993639,38,7,False
2,1,cm3v4toh,4,amb_info,Part,1549993645,6,7,False
2,1,cm3v4toh,6,amb_info,Decision,1549993702,57,7,False
2,1,cm3v4toh,14,amb_info,Decision,1549993723,21,8,False
2,1,cm3v4toh,21,amb_info,InfoChoice,1549993761,38,9,False
2,1,cm3v4toh,22,amb_info,Decision,1549993777,16,9,False
2,1,cm3v4toh,28,amb_info,Part,1549993780,3,10,False
2,1,cm3v4toh,30,amb_info,Decision,1549993802,22,10,False
2,1,cm3v4toh,38,amb_info,Decision,1549993813,11,11,False
2,1,cm3v4toh,45,amb_info,InfoChoice,1549993825,12,12,False
2,1,cm3v4toh,46,amb_info,Decision,1549993842,17,12,False
2,1,cm3v4toh,47,amb_info,Results,1549993855,13,12,False
2,1,cm3v4toh,48,amb_info,FeedbackPage,1549993887,32,12,False
2,2,xicdk9an,1,informed_consent_ambiguity,Consent,1549993616,1210,2,False
2,2,xicdk9an,3,amb_info,Quiz,1549993667,51,7,False
2,2,xicdk9an,4,amb_info,Part,1549993675,8,7,False
2,2,xicdk9an,6,amb_info,Decision,1549993749,74,7,False
2,2,xicdk9an,14,amb_info,Decision,1549993816,67,8,False
2,2,xicdk9an,21,amb_info,InfoChoice,1549993880,64,9,False
2,2,xicdk9an,22,amb_info,Decision,1549993974,94,9,False
2,2,xicdk9an,28,amb_info,Part,1549993977,3,10,False
2,2,xicdk9an,30,amb_info,Decision,1549994031,54,10,False
2,2,xicdk9an,38,amb_info,Decision,1549994050,19,11,False
2,2,xicdk9an,45,amb_info,InfoChoice,1549994063,13,12,False
2,2,xicdk9an,46,amb_info,Decision,1549994105,42,12,False
2,2,xicdk9an,47,amb_info,Results,1549994157,52,12,False
2,2,xicdk9an,48,amb_info,FeedbackPage,1549994242,85,12,False
2,3,9x2dnphq,1,informed_consent_ambiguity,Consent,1549993596,1190,2,False
2,3,9x2dnphq,3,amb_info,Quiz,1549993647,51,7,False
2,3,9x2dnphq,4,amb_info,Part,1549993656,9,7,False
2,3,9x2dnphq,6,amb_info,Decision,1549993718,62,7,False
2,3,9x2dnphq,14,amb_info,Decision,1549993803,85,8,False
2,3,9x2dnphq,21,amb_info,InfoChoice,1549993884,81,9,False
2,3,9x2dnphq,22,amb_info,Decision,1549993950,66,9,False
2,3,9x2dnphq,28,amb_info,Part,1549993955,5,10,False
2,3,9x2dnphq,30,amb_info,Decision,1549993988,33,10,False
2,3,9x2dnphq,38,amb_info,Decision,1549994068,80,11,False
2,3,9x2dnphq,45,amb_info,InfoChoice,1549994100,32,12,False
2,3,9x2dnphq,46,amb_info,Decision,1549994151,51,12,False
2,3,9x2dnphq,47,amb_info,Results,1549994166,15,12,False
2,3,9x2dnphq,48,amb_info,FeedbackPage,1549994207,41,12,False
2,4,1se47ykv,1,informed_consent_ambiguity,Consent,1549993649,1243,2,False
2,4,1se47ykv,3,amb_info,Quiz,1549993713,64,7,False
