session_id,participant__id_in_session,participant__code,page_index,app_name,page_name,time_stamp,seconds_on_page,subsession_pk,auto_submitted
1,1,vtst76vi,1,informed_consent_ambiguity,Consent,1550609048,37,1,False
1,1,vtst76vi,3,amb_info,Quiz,1550609133,85,1,False
1,1,vtst76vi,4,amb_info,Part,1550609137,4,1,False
1,1,vtst76vi,6,amb_info,Decision,1550609174,37,1,False
1,1,vtst76vi,14,amb_info,Decision,1550609270,96,2,False
1,1,vtst76vi,21,amb_info,InfoChoice,1550609346,76,3,False
1,1,vtst76vi,22,amb_info,Decision,1550609435,89,3,False
1,1,vtst76vi,28,amb_info,Part,1550609438,3,4,False
1,1,vtst76vi,30,amb_info,Decision,1550609491,53,4,False
1,1,vtst76vi,38,amb_info,Decision,1550609518,27,5,False
1,1,vtst76vi,45,amb_info,InfoChoice,1550609560,42,6,False
1,1,vtst76vi,46,amb_info,Decision,1550609576,16,6,False
1,1,vtst76vi,47,amb_info,Results,1550609602,26,6,False
1,1,vtst76vi,48,amb_info,FeedbackPage,1550609667,65,6,False
1,2,vm5nnmzj,1,informed_consent_ambiguity,Consent,1550609029,18,1,False
1,2,vm5nnmzj,3,amb_info,Quiz,1550609057,28,1,False
1,2,vm5nnmzj,4,amb_info,Part,1550609060,3,1,False
1,2,vm5nnmzj,6,amb_info,Decision,1550609116,56,1,False
1,2,vm5nnmzj,14,amb_info,Decision,1550609175,59,2,False
1,2,vm5nnmzj,21,amb_info,InfoChoice,1550609208,33,3,False
1,2,vm5nnmzj,22,amb_info,Decision,1550609291,83,3,False
1,2,vm5nnmzj,28,amb_info,Part,1550609294,3,4,False
1,2,vm5nnmzj,30,amb_info,Decision,1550609320,26,4,False
1,2,vm5nnmzj,38,amb_info,Decision,1550609412,92,5,False
1,2,vm5nnmzj,45,amb_info,InfoChoice,1550609440,28,6,False
1,2,vm5nnmzj,46,amb_info,Decision,1550609483,43,6,False
1,2,vm5nnmzj,47,amb_info,Results,1550609516,33,6,False
1,2,vm5nnmzj,48,amb_info,FeedbackPage,1550609621,105,6,False
1,3,wekbkg8e,1,informed_consent_ambiguity,Consent,1550609028,17,1,False
1,3,wekbkg8e,3,amb_info,Quiz,1550609077,49,1,False
1,3,wekbkg8e,4,amb_info,Part,1550609079,2,1,False
1,3,wekbkg8e,6,amb_info,Decision,1550609130,51,1,False
1,3,wekbkg8e,14,amb_info,Decision,1550609200,70,2,False
1,3,wekbkg8e,21,amb_info,InfoChoice,1550609267,67,3,False
1,3,wekbkg8e,22,amb_info,Decision,1550609306,39,3,False
1,3,wekbkg8e,28,amb_info,Part,1550609315,9,4,False
1,3,wekbkg8e,30,amb_info,Decision,1550609345,30,4,False
1,3,wekbkg8e,38,amb_info,Decision,1550609389,44,5,False
1,3,wekbkg8e,45,amb_info,InfoChoice,1550609417,28,6,False
1,3,wekbkg8e,46,amb_info,Decision,1550609443,26,6,False
1,3,wekbkg8e,47,amb_info,Results,1550609453,10,6,False
1,3,wekbkg8e,48,amb_info,FeedbackPage,1550609504,51,6,False
1,4,kfnja24e,1,informed_consent_ambiguity,Consent,1550609044,33,1,False
1,4,kfnja24e,3,amb_info,Quiz,1550609115,71,1,False
1,4,kfnja24e,4,amb_info,Part,1550609124,9,1,False
1,4,kfnja24e,6,amb_info,Decision,1550609194,70,1,False
1,4,kfnja24e,14,amb_info,Decision,1550609274,80,2,False
1,4,kfnja24e,21,amb_info,InfoChoice,1550609331,57,3,False
1,4,kfnja24e,22,amb_info,Decision,1550609389,58,3,False
1,4,kfnja24e,28,amb_info,Part,1550609394,5,4,False
1,4,kfnja24e,30,amb_info,Decision,1550609455,61,4,False
1,4,kfnja24e,38,amb_info,Decision,1550609540,85,5,False
1,4,kfnja24e,45,amb_info,InfoChoice,1550609569,29,6,False
1,4,kfnja24e,46,amb_info,Decision,1550609599,30,6,False
1,4,kfnja24e,47,amb_info,Results,1550609628,29,6,False
1,4,kfnja24e,48,amb_info,FeedbackPage,1550609667,39,6,False
1,5,g79g9yzh,1,informed_consent_ambiguity,Consent,1550609027,16,1,False
1,5,g79g9yzh,3,amb_info,Quiz,1550609073,46,1,False
1,5,g79g9yzh,4,amb_info,Part,1550609076,3,1,False
1,5,g79g9yzh,6,amb_info,Decision,1550609210,134,1,False
1,5,g79g9yzh,14,amb_info,Decision,1550609326,116,2,False
1,5,g79g9yzh,21,amb_info,InfoChoice,1550609376,50,3,False
1,5,g79g9yzh,22,amb_info,Decision,1550609418,42,3,False
1,5,g79g9yzh,28,amb_info,Part,1550609420,2,4,False
1,5,g79g9yzh,30,amb_info,Decision,1550609442,22,4,False
1,5,g79g9yzh,38,amb_info,Decision,1550609464,22,5,False
1,5,g79g9yzh,45,amb_info,InfoChoice,1550609479,15,6,False
1,5,g79g9yzh,46,amb_info,Decision,1550609529,50,6,False
1,5,g79g9yzh,47,amb_info,Results,1550609560,31,6,False
1,5,g79g9yzh,48,amb_info,FeedbackPage,1550609621,61,6,False
1,6,fyph9oem,1,informed_consent_ambiguity,Consent,1550609029,18,1,False
1,6,fyph9oem,3,amb_info,Quiz,1550609081,52,1,False
1,6,fyph9oem,4,amb_info,Part,1550609085,4,1,False
1,6,fyph9oem,6,amb_info,Decision,1550609127,42,1,False
1,6,fyph9oem,14,amb_info,Decision,1550609207,80,2,False
1,6,fyph9oem,21,amb_info,InfoChoice,1550609263,56,3,False
1,6,fyph9oem,22,amb_info,Decision,1550609338,75,3,False
1,6,fyph9oem,28,amb_info,Part,1550609343,5,4,False
1,6,fyph9oem,30,amb_info,Decision,1550609374,31,4,False
1,6,fyph9oem,38,amb_info,Decision,1550609435,61,5,False
1,6,fyph9oem,45,amb_info,InfoChoice,1550609469,34,6,False
1,6,fyph9oem,46,amb_info,Decision,1550609480,11,6,False
1,6,fyph9oem,47,amb_info,Results,1550609499,19,6,False
1,6,fyph9oem,48,amb_info,FeedbackPage,1550609542,43,6,False
1,7,3wcej6ri,1,informed_consent_ambiguity,Consent,1550609026,15,1,False
1,7,3wcej6ri,3,amb_info,Quiz,1550609081,55,1,False
1,7,3wcej6ri,4,amb_info,Part,1550609085,4,1,False
1,7,3wcej6ri,6,amb_info,Decision,1550609120,35,1,False
1,7,3wcej6ri,14,amb_info,Decision,1550609171,51,2,False
1,7,3wcej6ri,21,amb_info,InfoChoice,1550609201,30,3,False
1,7,3wcej6ri,22,amb_info,Decision,1550609238,37,3,False
1,7,3wcej6ri,28,amb_info,Part,1550609240,2,4,False
1,7,3wcej6ri,30,amb_info,Decision,1550609267,27,4,False
1,7,3wcej6ri,38,amb_info,Decision,1550609312,45,5,False
1,7,3wcej6ri,45,amb_info,InfoChoice,1550609328,16,6,False
1,7,3wcej6ri,46,amb_info,Decision,1550609382,54,6,False
1,7,3wcej6ri,47,amb_info,Results,1550609405,23,6,False
1,7,3wcej6ri,48,amb_info,FeedbackPage,1550609457,52,6,False
1,8,coz7v982,1,informed_consent_ambiguity,Consent,1550609029,18,1,False
1,8,coz7v982,3,amb_info,Quiz,1550609098,69,1,False
1,8,coz7v982,4,amb_info,Part,1550609104,6,1,False
1,8,coz7v982,6,amb_info,Decision,1550609170,66,1,False
1,8,coz7v982,14,amb_info,Decision,1550609207,37,2,False
1,8,coz7v982,21,amb_info,InfoChoice,1550609252,45,3,False
1,8,coz7v982,22,amb_info,Decision,1550609311,59,3,False
1,8,coz7v982,28,amb_info,Part,1550609314,3,4,False
1,8,coz7v982,30,amb_info,Decision,1550609342,28,4,False
1,8,coz7v982,38,amb_info,Decision,1550609367,25,5,False
1,8,coz7v982,45,amb_info,InfoChoice,1550609390,23,6,False
1,8,coz7v982,46,amb_info,Decision,1550609407,17,6,False
1,8,coz7v982,47,amb_info,Results,1550609422,15,6,False
1,8,coz7v982,48,amb_info,FeedbackPage,1550609462,40,6,False
1,9,lsc3bt5b,1,informed_consent_ambiguity,Consent,1550609030,19,1,False
1,9,lsc3bt5b,3,amb_info,Quiz,1550609081,51,1,False
1,9,lsc3bt5b,4,amb_info,Part,1550609088,7,1,False
1,9,lsc3bt5b,6,amb_info,Decision,1550609151,63,1,False
1,9,lsc3bt5b,14,amb_info,Decision,1550609218,67,2,False
1,9,lsc3bt5b,21,amb_info,InfoChoice,1550609277,59,3,False
1,9,lsc3bt5b,22,amb_info,Decision,1550609345,68,3,False
1,9,lsc3bt5b,28,amb_info,Part,1550609349,4,4,False
1,9,lsc3bt5b,30,amb_info,Decision,1550609384,35,4,False
1,9,lsc3bt5b,38,amb_info,Decision,1550609430,46,5,False
1,9,lsc3bt5b,45,amb_info,InfoChoice,1550609451,21,6,False
1,9,lsc3bt5b,46,amb_info,Decision,1550609474,23,6,False
1,9,lsc3bt5b,47,amb_info,Results,1550609509,35,6,False
1,9,lsc3bt5b,48,amb_info,FeedbackPage,1550609580,71,6,False
1,10,54liug3d,1,informed_consent_ambiguity,Consent,1550609044,33,1,False
1,10,54liug3d,3,amb_info,Quiz,1550609148,104,1,False
1,10,54liug3d,4,amb_info,Part,1550609154,6,1,False
1,10,54liug3d,6,amb_info,Decision,1550609192,38,1,False
1,10,54liug3d,14,amb_info,Decision,1550609236,44,2,False
1,10,54liug3d,21,amb_info,InfoChoice,1550609264,28,3,False
1,10,54liug3d,22,amb_info,Decision,1550609297,33,3,False
1,10,54liug3d,28,amb_info,Part,1550609300,3,4,False
1,10,54liug3d,30,amb_info,Decision,1550609316,16,4,False
1,10,54liug3d,38,amb_info,Decision,1550609335,19,5,False
1,10,54liug3d,45,amb_info,InfoChoice,1550609348,13,6,False
1,10,54liug3d,46,amb_info,Decision,1550609394,46,6,False
1,10,54liug3d,47,amb_info,Results,1550609426,32,6,False
1,10,54liug3d,48,amb_info,FeedbackPage,1550609512,86,6,False
1,11,t0sub84i,1,informed_consent_ambiguity,Consent,1550609027,16,1,False
1,11,t0sub84i,3,amb_info,Quiz,1550609082,55,1,False
1,11,t0sub84i,4,amb_info,Part,1550609096,14,1,False
1,11,t0sub84i,6,amb_info,Decision,1550609271,175,1,False
1,11,t0sub84i,14,amb_info,Decision,1550609379,108,2,False
1,11,t0sub84i,21,amb_info,InfoChoice,1550609459,80,3,False
1,11,t0sub84i,22,amb_info,Decision,1550609527,68,3,False
1,11,t0sub84i,28,amb_info,Part,1550609530,3,4,False
1,11,t0sub84i,30,amb_info,Decision,1550609568,38,4,False
1,11,t0sub84i,38,amb_info,Decision,1550609647,79,5,False
1,11,t0sub84i,45,amb_info,InfoChoice,1550609662,15,6,False
1,11,t0sub84i,46,amb_info,Decision,1550609692,30,6,False
1,11,t0sub84i,47,amb_info,Results,1550609710,18,6,False
1,11,t0sub84i,48,amb_info,FeedbackPage,1550609750,40,6,False
